results_id,experiment_id,group_id,sample_id,analysis_name,analysis_id,original_assay_type,assay_id,analysis_type,datatype,datatype_id,file_access,file_type,replications,comments,document_id,original_assay_type_id
1416,1039,SDY1276GSE48024,1416,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1417,1039,SDY1276GSE48024,1417,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1418,1039,SDY1276GSE48024,1418,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1419,1039,SDY1276GSE48024,1419,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1420,1039,SDY1276GSE48024,1420,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1421,1039,SDY1276GSE48024,1421,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1422,1039,SDY1276GSE48024,1422,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1423,1039,SDY1276GSE48024,1423,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1424,1039,SDY1276GSE48024,1424,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1425,1039,SDY1276GSE48024,1425,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1426,1039,SDY1276GSE48024,1426,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1427,1039,SDY1276GSE48024,1427,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1428,1039,SDY1276GSE48024,1428,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1429,1039,SDY1276GSE48024,1429,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1430,1039,SDY1276GSE48024,1430,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1431,1039,SDY1276GSE48024,1431,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1432,1039,SDY1276GSE48024,1432,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1433,1039,SDY1276GSE48024,1433,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1434,1039,SDY1276GSE48024,1434,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1435,1039,SDY1276GSE48024,1435,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1436,1039,SDY1276GSE48024,1436,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1437,1039,SDY1276GSE48024,1437,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1438,1039,SDY1276GSE48024,1438,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1439,1039,SDY1276GSE48024,1439,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1440,1039,SDY1276GSE48024,1440,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1441,1039,SDY1276GSE48024,1441,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1442,1039,SDY1276GSE48024,1442,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1443,1039,SDY1276GSE48024,1443,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1444,1039,SDY1276GSE48024,1444,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1445,1039,SDY1276GSE48024,1445,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1446,1039,SDY1276GSE48024,1446,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1447,1039,SDY1276GSE48024,1447,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1448,1039,SDY1276GSE48024,1448,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1449,1039,SDY1276GSE48024,1449,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1450,1039,SDY1276GSE48024,1450,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1451,1039,SDY1276GSE48024,1451,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1452,1039,SDY1276GSE48024,1452,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1453,1039,SDY1276GSE48024,1453,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1454,1039,SDY1276GSE48024,1454,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1455,1039,SDY1276GSE48024,1455,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1456,1039,SDY1276GSE48024,1456,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1457,1039,SDY1276GSE48024,1457,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1458,1039,SDY1276GSE48024,1458,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1459,1039,SDY1276GSE48024,1459,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1460,1039,SDY1276GSE48024,1460,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1461,1039,SDY1276GSE48024,1461,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1462,1039,SDY1276GSE48024,1462,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1463,1039,SDY1276GSE48024,1463,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1464,1039,SDY1276GSE48024,1464,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1465,1039,SDY1276GSE48024,1465,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1466,1039,SDY1276GSE48024,1466,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1467,1039,SDY1276GSE48024,1467,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1468,1039,SDY1276GSE48024,1468,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1469,1039,SDY1276GSE48024,1469,RNA Microarray of SDY1276GSE48024,7,Blood.RNA Expression Assay,GPL6947,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,7
1470,1039,SDY1276GSE48024,1470,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1471,1039,SDY1276GSE48024,1471,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1472,1039,SDY1276GSE48024,1472,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1473,1039,SDY1276GSE48024,1473,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1474,1039,SDY1276GSE48024,1474,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1475,1039,SDY1276GSE48024,1475,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1476,1039,SDY1276GSE48024,1476,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1477,1039,SDY1276GSE48024,1477,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1478,1039,SDY1276GSE48024,1478,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1479,1039,SDY1276GSE48024,1479,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1480,1039,SDY1276GSE48024,1480,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1481,1039,SDY1276GSE48024,1481,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1482,1039,SDY1276GSE48024,1482,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1483,1039,SDY1276GSE48024,1483,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1484,1039,SDY1276GSE48024,1484,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1485,1039,SDY1276GSE48024,1485,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1486,1039,SDY1276GSE48024,1486,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1487,1039,SDY1276GSE48024,1487,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1488,1039,SDY1276GSE48024,1488,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1489,1039,SDY1276GSE48024,1489,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1490,1039,SDY1276GSE48024,1490,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1491,1039,SDY1276GSE48024,1491,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1492,1039,SDY1276GSE48024,1492,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1493,1039,SDY1276GSE48024,1493,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1494,1039,SDY1276GSE48024,1494,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1495,1039,SDY1276GSE48024,1495,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1496,1039,SDY1276GSE48024,1496,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1497,1039,SDY1276GSE48024,1497,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1498,1039,SDY1276GSE48024,1498,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1499,1039,SDY1276GSE48024,1499,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1500,1039,SDY1276GSE48024,1500,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1501,1039,SDY1276GSE48024,1501,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1502,1039,SDY1276GSE48024,1502,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1503,1039,SDY1276GSE48024,1503,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1504,1039,SDY1276GSE48024,1504,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1505,1039,SDY1276GSE48024,1505,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1506,1039,SDY1276GSE48024,1506,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1507,1039,SDY1276GSE48024,1507,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1508,1039,SDY1276GSE48024,1508,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1509,1039,SDY1276GSE48024,1509,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1510,1039,SDY1276GSE48024,1510,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1511,1039,SDY1276GSE48024,1511,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1512,1039,SDY1276GSE48024,1512,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1513,1039,SDY1276GSE48024,1513,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1514,1039,SDY1276GSE48024,1514,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1515,1039,SDY1276GSE48024,1515,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1516,1039,SDY1276GSE48024,1516,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1517,1039,SDY1276GSE48024,1517,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1518,1039,SDY1276GSE48024,1518,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1519,1039,SDY1276GSE48024,1519,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1520,1039,SDY1276GSE48024,1520,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
1521,1039,SDY1276GSE48024,1521,RNA Microarray of SDY1276GSE48024,2,Blood.RNA Expression Assay,GPL10558,LIMMA,VIGET,,Zenodo,csv,1,,immport_vaccine_expression_matrix_mapped_merged_approved_genes_091421.csv,2
